Make,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Drivetrain,Seating Capacity,Fuel Tank Capacity,Volume,Power_bhp,Power_rpm,Torque_Nm,Torque_rpm
Hyundai,1848999,2021,20000,Diesel,Manual,Karnal,White,First,Individual,FWD,7.0,50.0,13492125.0,113.0,4000.0,250.0,1500.0
Honda,685000,2016,68500,Petrol,Manual,Ahmedabad,Bronze,First,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Hyundai,875000,2014,99000,Diesel,Automatic,Delhi,White,First,Corporate,AWD,7.0,64.0,14901068.0,194.0,3800.0,437.0,1800.0
Toyota,2039999,2018,110000,Diesel,Automatic,Delhi,Bronze,First,Corporate,RWD,7.0,55.0,15553764.75,172.0,3400.0,360.0,1200.0
Toyota,700000,2019,19244,Petrol,Manual,Zirakpur,Red,First,Individual,FWD,5.0,37.0,10526625.25,82.0,6000.0,113.0,4200.0
Maruti Suzuki,550000,2020,19000,Petrol,Manual,Varanasi,Blue,First,Individual,FWD,5.0,32.0,9917842.5,82.0,6000.0,113.0,4200.0
Hyundai,825000,2015,75000,Diesel,Automatic,Delhi,Silver,Second,Individual,AWD,7.0,64.0,14901068.0,194.0,3800.0,437.0,1800.0
Toyota,3100000,2021,29000,Diesel,Manual,Bangalore,White,First,Individual,RWD,7.0,55.0,15553764.75,148.0,3400.0,343.0,1400.0
Audi,1400000,2013,60000,Diesel,Automatic,Pune,Grey,Second,Individual,FWD,5.0,65.0,13401583.05,177.0,3750.0,380.0,1750.0
Maruti Suzuki,425000,2015,80000,Petrol,Manual,Noida,White,Second,Individual,FWD,5.0,42.0,9984397.5,85.0,6000.0,114.0,4000.0
Lexus,4375000,2018,54500,Petrol,Automatic,Delhi,Black,Second,Individual,AWD,5.0,56.0,14082516.0,194.0,5700.0,210.0,4200.0
Toyota,3000000,2021,38000,Diesel,Automatic,Mumbai,Purple,First,Individual,RWD,7.0,55.0,15553764.75,148.0,3400.0,360.0,1400.0
Mercedes-Benz,6600000,2021,16785,Petrol,Automatic,Bangalore,White,First,Individual,RWD,5.0,66.0,14473151.28,194.0,5500.0,320.0,1650.0
Maruti Suzuki,640000,2016,52000,Diesel,Manual,Delhi,Blue,Second,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Hyundai,275000,2013,76000,CNG,Manual,Delhi,White,First,Individual,FWD,5.0,35.0,8644233.75,62.0,5500.0,96.0,3000.0
Hyundai,695000,2019,42678,Petrol,Manual,Mumbai,Blue,First,Individual,FWD,5.0,45.0,10399534.95,82.0,6000.0,115.0,4000.0
Renault,690000,2016,65000,Diesel,Manual,Delhi,Grey,Second,Individual,FWD,5.0,50.0,13325971.35,108.0,3900.0,248.0,2250.0
Volkswagen,1500000,2021,31000,Petrol,Automatic,Hyderabad,Silver,First,Individual,FWD,5.0,50.0,11975483.52,114.0,5000.0,178.0,1750.0
Maruti Suzuki,270000,2014,82682,Petrol,Manual,Pune,White,First,Individual,FWD,5.0,35.0,7795670.0,67.0,6200.0,90.0,3500.0
Hyundai,545000,2016,70500,Diesel,Manual,Jamshedpur,White,First,Individual,FWD,5.0,45.0,10933516.0,89.0,4000.0,220.0,1500.0
MG,1875000,2021,10000,Petrol,Automatic,Faridabad,Red,First,Individual,FWD,6.0,60.0,15243712.0,141.0,5000.0,250.0,1600.0
Renault,254999,2016,57159,Petrol,Manual,Varanasi,Silver,First,Individual,FWD,5.0,28.0,8585910.398,53.0,5678.0,72.0,4386.0
Land Rover,2785000,2016,120000,Diesel,Automatic,Delhi,Blue,First,Individual,AWD,7.0,82.0,17019382.49,245.0,4000.0,600.0,2000.0
Mahindra,1800000,2021,17000,Diesel,Manual,Pune,Black,First,Individual,AWD,4.0,57.0,13373978.8,130.0,3750.0,300.0,1600.0
Honda,475000,2012,40000,Petrol,Automatic,Pune,Red,Second,Individual,FWD,5.0,42.0,11175813.0,116.0,6600.0,146.0,4800.0
Hyundai,650000,2020,58100,Petrol,Manual,Lucknow,White,First,Individual,FWD,5.0,45.0,10399534.95,82.0,6000.0,115.0,4000.0
Toyota,1199000,2012,12749,Diesel,Manual,Kolkata,Grey,First,Individual,AWD,7.0,80.0,16015820.0,169.0,3600.0,343.0,1400.0
Hyundai,650000,2013,83466,Diesel,Automatic,Jaipur,White,First,Individual,AWD,7.0,70.0,15501024.0,195.0,4000.0,436.0,1800.0
Mahindra,795000,2015,86000,Diesel,Manual,Purnea,White,Second,Individual,RWD,8.0,60.0,15652145.6,75.0,3200.0,200.0,1400.0
Mercedes-Benz,2385000,2015,60921,Petrol,Automatic,Pune,Black,Second,Individual,RWD,5.0,66.0,12230553.72,181.0,5500.0,300.0,1200.0
Audi,1700000,2014,78000,Diesel,Automatic,Ahmedabad,Brown,First,Individual,AWD,5.0,75.0,14522996.826,174.0,4200.0,380.0,1750.0
Hyundai,380000,2012,53000,Petrol,Manual,Mumbai,Grey,First,Corporate,FWD,5.0,43.0,10957775.0,121.0,6300.0,158.0,4200.0
Renault,295000,2016,34736,Petrol,Manual,Hyderabad,Red,First,Individual,FWD,5.0,28.0,8585910.398,67.0,5500.0,91.0,4250.0
Tata,1750000,2020,14400,Diesel,Manual,Ahmedabad,Silver,First,Individual,FWD,5.0,50.0,14856892.072,168.0,3750.0,350.0,1750.0
Audi,2180000,2018,77590,Petrol,Automatic,Delhi,Blue,First,Individual,FWD,5.0,50.0,11332214.016,148.0,5000.0,250.0,1500.0
Ford,8000000,2017,25000,Petrol,Automatic,Chennai,Black,Third,Individual,RWD,4.0,60.9,13841451.52,396.0,6500.0,515.0,4250.0
Jaguar,4325000,2018,40545,Diesel,Automatic,Ahmedabad,Grey,First,Individual,AWD,5.0,82.0,16176334.551,177.0,4000.0,430.0,1750.0
Maruti Suzuki,155000,2009,56852,CNG,Manual,Kanpur,Gold,Second,Individual,FWD,5.0,35.0,7526482.5,39.0,6200.0,54.0,3000.0
Maruti Suzuki,735000,2018,42000,Petrol,Automatic,Mumbai,Blue,First,Individual,FWD,5.0,37.0,10500957.375,82.0,6000.0,113.0,4200.0
Skoda,900000,2018,55000,Petrol,Automatic,Pune,Grey,Second,Individual,FWD,5.0,55.0,10991609.142,104.0,5200.0,153.0,3750.0
Skoda,795000,2014,53000,Petrol,Automatic,Delhi,White,Second,Individual,FWD,5.0,60.0,13027737.372,158.0,4500.0,250.0,1500.0
MINI,3300000,2018,17000,Diesel,Automatic,Delhi,Green,First,Individual,FWD,5.0,44.0,9330797.938,114.0,4000.0,270.0,1750.0
Toyota,3775000,2020,50000,Diesel,Automatic,Mumbai,White,First,Individual,RWD,7.0,80.0,16321820.375,174.0,3400.0,450.0,1600.0
Maruti Suzuki,725000,2017,75793,Diesel,Manual,Navi Mumbai,White,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Volvo,994999,2012,89311,Diesel,Automatic,Hyderabad,White,First,Individual,FWD,5.0,67.5,12828104.1,165.0,3500.0,400.0,2750.0
Maruti Suzuki,785000,2018,80000,Diesel,Manual,Mohali,Grey,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Porsche,7500000,2020,38000,Petrol,Automatic,Ahmedabad,Blue,First,Individual,AWD,5.0,65.0,14665382.592,349.0,5400.0,480.0,1360.0
Toyota,2799000,2019,69500,Diesel,Automatic,Delhi,White,Second,Individual,RWD,7.0,80.0,16321820.375,174.0,3400.0,450.0,1600.0
Maruti Suzuki,390000,2018,66794,Petrol,Manual,Kolkata,Others,First,Individual,FWD,5.0,35.0,9146858.5,67.0,6200.0,90.0,3500.0
Porsche,9000000,2019,27000,Petrol,Automatic,Hyderabad,Red,First,Corporate,AWD,5.0,65.0,14665382.592,248.0,5000.0,370.0,1600.0
Maruti Suzuki,675000,2017,35616,Petrol,Automatic,Pune,Blue,First,Individual,FWD,5.0,37.0,10456912.5,83.0,6000.0,115.0,4000.0
Maruti Suzuki,320000,2015,64000,Petrol,Manual,Ranchi,Blue,First,Individual,RWD,5.0,40.0,9757125.0,73.0,6000.0,101.0,3000.0
Maruti Suzuki,840000,2020,7000,Petrol,Automatic,Chennai,Maroon,First,Individual,FWD,5.0,37.0,10456912.5,83.0,6000.0,115.0,4000.0
Maruti Suzuki,310000,2015,45000,Petrol,Manual,Ranchi,Brown,First,Individual,FWD,5.0,35.0,9146858.5,67.0,6200.0,90.0,3500.0
Maruti Suzuki,795000,2017,9000,Petrol,Manual,Delhi,Grey,First,Individual,FWD,7.0,45.0,12269698.2,94.0,6000.0,130.0,4000.0
Maruti Suzuki,310000,2015,67738,CNG,Manual,Delhi,White,Second,Individual,FWD,5.0,35.0,9146858.5,58.0,6200.0,77.0,3500.0
Toyota,860000,2021,11030,Petrol,Manual,Bangalore,Blue,First,Individual,FWD,5.0,37.0,10526625.25,82.0,6000.0,113.0,4200.0
Hyundai,390000,2015,49123,Petrol,Manual,Patna,White,First,Individual,FWD,5.0,35.0,8863016.25,79.0,6000.0,112.7619,4000.0
Maruti Suzuki,520000,2018,46000,Diesel,Manual,Bhubaneswar,White,First,Individual,FWD,5.0,42.0,10529721.375,74.0,4000.0,190.0,2000.0
Maruti Suzuki,675000,2018,64000,Diesel,Manual,Lucknow,White,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Maruti Suzuki,475000,2021,7942,Petrol,Manual,Thane,Red,First,Individual,FWD,5.0,27.0,8475003.2,67.0,5500.0,90.0,3500.0
Maruti Suzuki,265000,2017,52100,Petrol,Manual,Lucknow,White,First,Individual,FWD,5.0,35.0,7461361.25,47.0,6000.0,69.0,3500.0
Skoda,950000,2019,32809,Diesel,Manual,Coimbatore,Silver,First,Individual,FWD,5.0,55.0,10924359.324,105.0,4400.0,250.0,2500.0
Toyota,1750000,2014,101000,Diesel,Automatic,Jalandhar,White,First,Individual,RWD,7.0,80.0,16015820.0,169.0,3600.0,360.0,1400.0
Audi,2225000,2016,40500,Diesel,Automatic,Mumbai,White,First,Individual,FWD,5.0,50.0,11332214.016,141.0,3500.0,320.0,1750.0
Jeep,1748999,2021,25700,Petrol,Manual,Karnal,Black,First,Corporate,FWD,5.0,60.0,13103780.4,160.0,5500.0,250.0,2500.0
Mercedes-Benz,2250000,2014,85000,Diesel,Automatic,Delhi,White,Second,Individual,AWD,5.0,70.0,18472513.744,203.0,4200.0,500.0,1600.0
Hyundai,690000,2017,17268,Petrol,Manual,Nashik,Red,First,Individual,FWD,5.0,45.0,10399534.95,82.0,6000.0,115.0,4000.0
Maruti Suzuki,561000,2017,68000,Petrol,Manual,Noida,Brown,First,Individual,FWD,5.0,37.0,10456912.5,83.0,6000.0,115.0,4000.0
Maruti Suzuki,595000,2017,44100,Petrol,Automatic,Mumbai,Silver,First,Corporate,FWD,5.0,42.0,10529721.375,83.0,6000.0,115.0,4000.0
Hyundai,450000,2014,23000,Petrol,Manual,Ahmedabad,Brown,First,Individual,FWD,5.0,45.0,10281332.25,83.0,6000.0,113.796,4000.0
Mercedes-Benz,4590000,2018,95786,Diesel,Automatic,Delhi,Black,First,Individual,AWD,5.0,93.0,18530192.284,201.0,3800.0,500.0,1600.0
Audi,2150000,2016,95401,Diesel,Automatic,Bangalore,Black,First,Individual,AWD,5.0,64.0,12910527.48,174.0,4200.0,380.0,1750.0
Kia,1850000,2020,7000,Petrol,Automatic,Bangalore,Black,First,Individual,FWD,5.0,50.0,12776715.0,138.0,6000.0,242.0,1500.0
Hyundai,1175000,2017,24000,Petrol,Automatic,Mumbai,White,First,Individual,FWD,5.0,50.0,12182940.0,150.0,6200.0,192.0,4000.0
Hyundai,400000,2015,41273,Petrol,Manual,Mumbai,White,First,Individual,FWD,5.0,45.0,9723575.0,94.0,5500.0,125.0,3500.0
Hyundai,1100000,2018,65954,Diesel,Manual,Pune,Red,First,Individual,FWD,5.0,55.0,12654999.0,126.0,4000.0,260.0,1500.0
Hyundai,395000,2016,28000,Petrol,Manual,Mumbai,Maroon,First,Individual,FWD,5.0,35.0,8863016.25,79.0,6000.0,112.7619,4000.0
Maruti Suzuki,425000,2021,38848,Petrol,Manual,Panchkula,Silver,First,Individual,FWD,5.0,27.0,8475003.2,67.0,5500.0,90.0,3500.0
Toyota,2190000,2017,30000,Diesel,Manual,Chennai,Maroon,First,Individual,RWD,7.0,55.0,15553764.75,148.0,3400.0,343.0,1400.0
Lexus,4800000,2020,27000,Hybrid,Automatic,Mumbai,Blue,First,Individual,FWD,5.0,50.0,13407251.875,176.0,5700.0,221.0,3600.0
Maruti Suzuki,421000,2017,69000,Petrol,Manual,Faridabad,Grey,First,Individual,FWD,5.0,42.0,10529721.375,83.0,6000.0,115.0,4000.0
Hyundai,560000,2016,22700,Petrol,Manual,Mumbai,Red,First,Individual,FWD,5.0,45.0,10933516.0,82.0,6000.0,115.0,4000.0
Audi,3250000,2019,41000,Diesel,Automatic,Hyderabad,White,Second,Individual,AWD,5.0,64.0,12910527.48,184.0,3500.0,380.0,1750.0
Mahindra,875000,2014,100000,Diesel,Manual,Mumbai,Red,Second,Individual,RWD,8.0,60.0,16179290.4,120.0,4000.0,280.0,1800.0
Maruti Suzuki,899000,2018,13066,Petrol,Manual,Bangalore,Grey,First,Individual,FWD,5.0,43.0,11535034.5,91.0,6000.0,130.0,4000.0
Renault,425000,2015,75000,Diesel,Manual,Kanpur,Black,First,Individual,FWD,5.0,50.0,13325971.35,84.0,3750.0,200.0,1900.0
Maruti Suzuki,425000,2019,53241,Petrol,Manual,Mirzapur,Grey,First,Individual,FWD,5.0,27.0,8475003.2,67.0,5500.0,90.0,3500.0
MINI,3875000,2021,12000,Petrol,Automatic,Delhi,Green,First,Individual,FWD,5.0,47.0,12195635.346,189.0,4400.0,280.0,1350.0
Honda,500000,2013,65000,Petrol,Manual,Chennai,Brown,First,Individual,FWD,5.0,42.0,11175813.0,116.0,6600.0,146.0,4800.0
Toyota,1225000,2012,97000,Diesel,Manual,Jalandhar,White,Second,Individual,RWD,7.0,80.0,16015820.0,169.0,3600.0,343.0,1400.0
Toyota,1789999,2017,49000,Petrol,Automatic,Delhi,Maroon,Second,Individual,RWD,7.0,65.0,15553764.75,164.0,5200.0,245.0,4000.0
Hyundai,240000,2013,64000,Petrol,Manual,Faizabad,White,First,Individual,FWD,5.0,32.0,7961475.0,68.0,6200.0,94.0,3500.0
Honda,935000,2019,56000,Diesel,Manual,Hyderabad,White,First,Individual,FWD,5.0,35.0,10088316.0,99.0,3600.0,200.0,1750.0
Maruti Suzuki,775000,2018,39000,Petrol,Automatic,Mumbai,Red,First,Individual,FWD,5.0,37.0,10526625.25,82.0,6000.0,113.0,4200.0
Mahindra,950000,2017,55000,Diesel,Manual,Patna,White,Second,Individual,RWD,8.0,60.0,16179290.4,120.0,4000.0,280.0,1800.0
Hyundai,549000,2018,53000,Petrol,Automatic,Hyderabad,White,Second,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
Maruti Suzuki,645000,2021,1374,CNG,Manual,Mumbai,Grey,First,Individual,RWD,5.0,40.0,9757125.0,73.0,6000.0,101.0,3000.0
Mercedes-Benz,3400000,2018,68000,Diesel,Automatic,Hyderabad,White,First,Individual,RWD,5.0,66.0,12230553.72,192.0,3800.0,400.0,1600.0
Hyundai,645000,2019,35000,Petrol,Manual,Mumbai,Grey,First,Individual,FWD,5.0,45.0,10399534.95,82.0,6000.0,115.0,4000.0
BMW,2600000,2016,39000,Diesel,Automatic,Delhi,White,First,Individual,RWD,5.0,65.0,15018452.784,190.0,4000.0,400.0,1750.0
Audi,1375000,2011,62000,Diesel,Automatic,Chennai,White,First,Individual,FWD,5.0,63.0,12249405.102,177.0,4200.0,380.0,1750.0
Honda,1340000,2021,11000,Petrol,Automatic,Mumbai,Black,First,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Maruti Suzuki,840000,2020,11000,Petrol,Manual,Bangalore,White,First,Individual,FWD,5.0,37.0,10193472.0,82.0,6000.0,113.0,4200.0
Maruti Suzuki,525000,2014,102000,Petrol,Manual,Salem,Grey,Second,Individual,FWD,5.0,42.0,10529721.375,85.0,6000.0,114.0,4000.0
Maruti Suzuki,625000,2022,7000,Petrol,Manual,Hyderabad,Grey,First,Individual,RWD,7.0,40.0,9892640.625,72.0,6000.0,98.0,3000.0
Hyundai,215000,2012,20000,Petrol,Manual,Mumbai,Grey,First,Individual,FWD,5.0,32.0,8125875.0,55.0,5500.0,75.0,4000.0
Hyundai,595000,2019,25000,Petrol,Manual,Hyderabad,Silver,First,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
Audi,4150000,2022,22000,Petrol,Automatic,Delhi,White,First,Individual,FWD,5.0,54.0,12603828.262,188.0,4200.0,320.0,1450.0
Maruti Suzuki,750000,2018,65000,Diesel,Manual,Hyderabad,Blue,First,Individual,FWD,5.0,37.0,10193472.0,74.0,4000.0,190.0,2000.0
Ford,550000,2013,47000,Petrol,Manual,Indore,Black,First,Individual,FWD,5.0,52.0,12055465.38,109.0,6300.0,140.0,4400.0
Renault,450000,2016,2000000,Diesel,Manual,Ranchi,White,First,Individual,FWD,5.0,50.0,13325971.35,108.0,3900.0,248.0,2250.0
Jaguar,2700000,2018,45545,Diesel,Automatic,Chandigarh,Red,Second,Individual,RWD,5.0,56.0,13355379.24,177.0,4000.0,430.0,1750.0
Mercedes-Benz,6150000,2018,18000,Diesel,Automatic,Chandigarh,Black,First,Individual,AWD,5.0,93.0,18530192.284,255.0,3400.0,620.0,1600.0
Volkswagen,565000,2014,72782,Petrol,Manual,Bangalore,Grey,First,Individual,FWD,5.0,45.0,9702465.62,74.0,5400.0,110.0,3750.0
Maruti Suzuki,369000,2017,16800,Petrol,Manual,Mumbai,Grey,First,Individual,FWD,5.0,35.0,7791023.75,67.0,6000.0,90.0,3500.0
Toyota,1090000,2019,40900,Petrol,Automatic,Pune,Red,First,Corporate,FWD,5.0,42.0,11444598.75,106.0,6000.0,140.0,4200.0
Honda,580000,2017,39000,Petrol,Manual,Guwahati,White,First,Corporate,FWD,5.0,40.0,11101759.866,89.0,6000.0,110.0,4800.0
BMW,2199000,2016,77000,Diesel,Automatic,Surat,Black,First,Individual,RWD,5.0,63.0,14065642.92,184.0,4000.0,350.0,1750.0
Mahindra,1251000,2018,120000,Diesel,Manual,Ranchi,Black,Second,Individual,RWD,7.0,60.0,16179290.4,140.0,3750.0,320.0,1500.0
Honda,540000,2017,38700,Petrol,Manual,Meerut,Maroon,First,Individual,FWD,5.0,35.0,10088316.0,87.0,6000.0,109.0,4500.0
Maruti Suzuki,1245000,2021,7239,Petrol,Manual,Udupi,White,First,Individual,FWD,6.0,45.0,13412787.5,103.0,6000.0,138.0,4400.0
BMW,4749000,2020,14000,Petrol,Automatic,Mumbai,White,First,Individual,RWD,5.0,57.0,11989828.727,248.0,5200.0,350.0,1450.0
Hyundai,365000,2014,76000,Petrol,Manual,Ernakulam,White,First,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
BMW,4300000,2020,11000,Diesel,Automatic,Pune,Blue,First,Individual,FWD,5.0,50.0,11568456.0,188.0,4000.0,400.0,1750.0
Maruti Suzuki,825000,2019,81300,Diesel,Manual,Ludhiana,White,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Volkswagen,325000,2013,76000,Diesel,Manual,Lucknow,White,First,Individual,FWD,5.0,45.0,9702465.62,103.0,4400.0,250.0,1500.0
Tata,400000,2018,91460,Petrol,Manual,Kanpur,Black,First,Individual,FWD,5.0,35.0,9470431.17,84.0,6000.0,114.0,3500.0
Land Rover,3600000,2018,45000,Diesel,Automatic,Delhi,Blue,First,Individual,AWD,5.0,57.0,15112632.0,177.0,4000.0,430.0,1750.0
Mahindra,671000,2013,47000,Diesel,Manual,Patna,White,First,Individual,RWD,8.0,60.0,15897387.25,120.0,4000.0,290.0,1800.0
Mercedes-Benz,3400000,2018,50000,Diesel,Automatic,Delhi,Blue,First,Individual,AWD,5.0,66.0,14422937.76,168.0,3000.0,400.0,1400.0
Volkswagen,775000,2017,60500,Petrol,Automatic,Surat,White,First,Individual,FWD,5.0,55.0,10941780.87,103.0,5000.0,175.0,1500.0
MINI,3590000,2020,19759,Diesel,Automatic,Coimbatore,Blue,First,Individual,FWD,5.0,44.0,9799602.45,114.0,4000.0,270.0,1750.0
Hyundai,645000,2015,58200,Petrol,Automatic,Mumbai,Silver,First,Individual,FWD,5.0,43.0,10957775.0,121.0,6300.0,158.0,4200.0
Toyota,11500000,2022,4000,Hybrid,Automatic,Delhi,Black,First,Individual,AWD,7.0,58.0,17300876.25,115.0,4700.0,198.0,2800.0
Maruti Suzuki,509999,2015,42000,Petrol,Manual,Bangalore,White,First,Individual,FWD,5.0,35.0,8985600.0,67.0,6000.0,90.0,3500.0
Hyundai,545000,2013,63000,Petrol,Automatic,Mumbai,Silver,First,Individual,FWD,5.0,56.0,11819902.5,147.0,6500.0,177.0,4700.0
Honda,835000,2018,42855,Petrol,Manual,Pune,Brown,First,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Renault,960000,2018,24000,Diesel,Manual,Bangalore,Brown,First,Individual,FWD,5.0,50.0,13325971.35,84.0,3750.0,200.0,1900.0
Maruti Suzuki,540000,2019,34000,Petrol,Manual,Chennai,White,First,Individual,FWD,5.0,35.0,9222720.0,67.0,6000.0,90.0,3500.0
Kia,1475000,2022,9500,Petrol,Manual,Delhi,White,First,Individual,FWD,5.0,50.0,12714579.0,113.0,6300.0,144.0,4500.0
Jaguar,3600000,2014,32000,Diesel,Automatic,Pune,Brown,Second,Individual,RWD,5.0,83.0,14531459.436,271.0,4000.0,600.0,2000.0
Hyundai,1175000,2018,97000,Diesel,Manual,Jaipur,White,First,Individual,FWD,5.0,43.0,10970312.5,126.0,4000.0,260.0,1900.0
Hyundai,475000,2014,72900,Petrol,Automatic,Mumbai,Blue,Second,Individual,FWD,5.0,43.0,10957775.0,121.0,6300.0,158.0,4200.0
Audi,9900000,2021,28000,Petrol,Automatic,Hyderabad,Silver,First,Individual,AWD,5.0,85.0,16959754.35,335.0,5000.0,500.0,1370.0
Maruti Suzuki,650000,2022,6000,Petrol,Manual,Delhi,White,First,Individual,FWD,5.0,37.0,10206744.75,89.0,6000.0,113.0,4400.0
BMW,6100000,2021,24500,Diesel,Automatic,Mumbai,Red,First,Corporate,AWD,5.0,68.0,14774338.656,260.0,4000.0,620.0,2000.0
Hyundai,370000,2013,41000,Petrol,Automatic,Pune,White,First,Individual,FWD,5.0,35.0,8863016.25,79.0,6000.0,112.7619,4000.0
Honda,875000,2018,50000,Petrol,Manual,Patna,Silver,First,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Maruti Suzuki,695000,2018,66000,Diesel,Automatic,Warangal,Red,First,Individual,FWD,5.0,37.0,10500957.375,74.0,4000.0,190.0,2000.0
Tata,2275000,2022,38000,Diesel,Automatic,Mumbai,Black,First,Individual,FWD,5.0,50.0,14856892.072,168.0,3750.0,350.0,1750.0
Jeep,2700000,2021,17000,Petrol,Automatic,Delhi,Blue,First,Individual,FWD,5.0,60.0,13133595.6,161.0,5500.0,250.0,2500.0
Hyundai,545000,2014,74000,Diesel,Manual,Mohali,Grey,First,Individual,FWD,5.0,43.0,10957775.0,126.0,4000.0,260.0,1900.0
Skoda,1099000,2018,20690,Petrol,Automatic,Bangalore,Red,First,Individual,FWD,5.0,55.0,10991609.142,104.0,5200.0,153.0,3750.0
Hyundai,1125000,2019,40000,Diesel,Manual,Ludhiana,White,First,Individual,FWD,5.0,43.0,10970312.5,126.0,4000.0,260.0,1900.0
Hyundai,1299000,2018,50000,Petrol,Automatic,Mumbai,White,First,Individual,FWD,5.0,60.0,12388978.0,122.0,6400.0,154.0,4850.0
BMW,10800000,2021,20000,Petrol,Automatic,Chandigarh,Red,First,Individual,AWD,5.0,83.0,16772999.04,335.0,5500.0,450.0,1500.0
Maruti Suzuki,1190000,2020,47248,Petrol,Automatic,Jaipur,Blue,First,Individual,FWD,6.0,45.0,13412787.5,103.0,6000.0,138.0,4400.0
Tata,795000,2021,9000,Petrol,Automatic,Pune,Brown,First,Individual,FWD,5.0,35.0,10258671.852,84.0,6000.0,113.0,3300.0
Hyundai,459999,2013,78000,Diesel,Manual,Ahmedabad,White,Second,Individual,FWD,5.0,43.0,10957775.0,126.0,4000.0,260.0,1900.0
Audi,3400000,2018,51000,Diesel,Automatic,Hyderabad,Red,First,Individual,FWD,5.0,75.0,13450663.11,190.0,3800.0,400.0,1750.0
Hyundai,1050000,2018,34841,Petrol,Manual,Hyderabad,White,First,Individual,FWD,5.0,55.0,12654999.0,122.0,6400.0,151.0,4850.0
Hyundai,385000,2014,46000,Petrol,Manual,Hyderabad,Maroon,First,Individual,FWD,5.0,45.0,10281332.25,83.0,6000.0,113.796,4000.0
Honda,585000,2015,61000,Diesel,Manual,Ranchi,Grey,First,Individual,FWD,5.0,40.0,11251071.0,99.0,3600.0,200.0,1750.0
Audi,1650000,2014,55000,Diesel,Automatic,Mumbai,White,First,Individual,FWD,5.0,50.0,11332214.016,141.0,3500.0,320.0,1750.0
Maruti Suzuki,625000,2020,58736,Petrol,Manual,Kollam,Blue,First,Individual,FWD,5.0,42.0,9984397.5,83.0,6000.0,115.0,4000.0
Maruti Suzuki,910000,2019,34000,Petrol,Manual,Delhi,Blue,First,Individual,FWD,5.0,43.0,11535034.5,103.0,6000.0,138.0,4400.0
Mahindra,1275000,2018,47000,Diesel,Manual,Ranchi,White,First,Individual,FWD,7.0,70.0,15468185.25,153.0,3750.0,360.0,1750.0
Hyundai,585000,2017,47000,Petrol,Manual,Delhi,Grey,First,Individual,FWD,5.0,45.0,10399534.95,82.0,6000.0,115.0,4000.0
Hyundai,1075000,2021,12020,Petrol,Automatic,Mumbai,White,First,Individual,FWD,5.0,37.0,10672143.125,87.0,6000.0,115.0,1500.0
Hyundai,1650000,2020,7000,Diesel,Manual,Ahmedabad,White,First,Individual,FWD,5.0,50.0,12584595.0,113.0,4000.0,250.0,1500.0
Audi,1575000,2014,15000,Diesel,Automatic,Delhi,Red,First,Individual,FWD,5.0,63.0,12249405.102,141.0,4200.0,320.0,1750.0
BMW,1950000,2014,82000,Diesel,Automatic,Chandigarh,White,Second,Individual,AWD,5.0,67.0,14521936.968,184.0,4000.0,380.0,1750.0
BMW,6390000,2022,6000,Diesel,Automatic,Mumbai,Grey,First,Individual,RWD,5.0,65.0,13637042.592,188.0,4000.0,400.0,1750.0
Hyundai,1080000,2019,68000,Diesel,Manual,Bhopal,White,First,Individual,FWD,5.0,60.0,12388978.0,89.0,4000.0,224.0,1500.0
Audi,5500000,2017,24000,Diesel,Automatic,Gurgaon,White,First,Individual,AWD,7.0,75.0,17299664.64,245.0,2910.0,600.0,1500.0
Hyundai,1080000,2020,56000,Diesel,Manual,Jalandhar,Blue,First,Individual,FWD,5.0,45.0,11349195.75,99.0,4000.0,240.0,1500.0
Mahindra,800000,2015,25000,Diesel,Manual,Mumbai,Grey,First,Corporate,FWD,7.0,70.0,15468185.25,138.0,3750.0,330.0,1600.0
Datsun,335000,2017,34000,Petrol,Manual,Lucknow,Brown,First,Individual,FWD,7.0,35.0,9732419.25,67.0,5000.0,104.0,4000.0
Hyundai,1185000,2021,10700,Petrol,Manual,Jaipur,White,First,Individual,FWD,5.0,45.0,11349195.75,118.0,6000.0,172.0,1500.0
Hyundai,894999,2021,25000,Petrol,Automatic,Mumbai,White,First,Individual,FWD,5.0,37.0,10672143.125,87.0,6000.0,115.0,1500.0
